Edad,Genero,3. Evaluación de Habilidades Blandas,S5_Gestion_Proyectos,S1_Comunicacion_Esp,RAW_Jul_Liderazgo,RAW_Jul_Equipo,S2_Compromiso_Etico,S4_Resp_Social,S6_Aprendizaje_Digital,4. Inserción Laboral,TARGET_Evento,4.1.2 País:,4.1.3 ¿A qué tipo pertenece la institución en la que laboras?,4.1.4 Modalidad de trabajo:,TARGET_Tiempo,"4.1.6 En una escala del 1 al 4 donde 1 es totalmente sin relación, y 4 es totalmente con relación ¿Cómo calificas la correspondencia entre tu formación académica y tu trabajo actual?",4.1.7 ¿Consideras que la formación académica ha contribuido a un mejor desempeño en tu vida profesional / laboral?,"4.1.8 ¿Consideras que la formación en habilidades blandas (gestión, comunicación efectiva, liderazgo, trabajo en equipo, ética profesional, responsabilidad social, aprendizaje autónomo) recibida en la EPN fue suficiente para enfrentar los desafíos del entorno laboral?",UTILIDAD_S5_Gestion,UTILIDAD_S1_Comunicacion,TEMP_UTIL_Lid,TEMP_UTIL_Equ,UTILIDAD_S2_Etica,UTILIDAD_S4_Resp_Social,UTILIDAD_S6_Aprendizaje_Digital,4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Todas las anteriores],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Otro],4.1.10 ¿Consideras que las prácticas preprofesionales y pasantías han contribuido a un mejor desempeño en tu vida profesional / laboral?,4.1.11 Rango salarial mensual (USD):,4.1.12 ¿Estas actualmente buscando trabajo?,4.1.13 ¿Por cuanto tiempo has estado buscando trabajo?,4.1.14 ¿Ha identificado alguna brecha o déficit en su formación académica que considere ha dificultado su inserción laboral?,TXT_Brecha_Formacion,4.2 ¿Conoces o has utilizado la Bolsa de Empleo de la EPN?,TXT_Hard_Skills,"6.2 ¿Qué temas/áreas/contenido consideras que debieron incluirse en tu proceso de formación? Para completar esta pregunta realizarlo separando por comas: Ejemplo: Importancia de las buenas prácticas de TICS, TICS, Cobit",6.3 ¿Qué recomendaciones darías para mejorar la formación en tu carrera?,6.4 ¿Qué habilidades blandas crees que debieron ser fortalecidas mejor durante tu formación?,"6.5 Si pudieras agregar una habilidad blanda a tu formación académica, ¿cuál sería y cómo la aplicarías en tu carrera profesional?",carrera,anioGraduacion,S3_Trabajo_Equipo_Liderazgo,UTILIDAD_S3_Trabajo_Equipo_Liderazgo,Cohorte,S_Comunicacion_Ingles,4.1.1 Institución/Empresa donde trabajas:,6. Retroalimentación Abierta,T_Lower,T_Upper,Event,Facultad,TARGET_Evento_Num,carrera_homologada,Utilidad_HB_Promedio,HB_Nivel_Promedio,HB_Nivel_Total,carrera_clean,S7_Ingles,TXT_Skills_Limpio,BERT_PCA_0,BERT_PCA_1,BERT_PCA_2,BERT_PCA_3,BERT_PCA_4,BERT_PCA_5,BERT_PCA_6,BERT_PCA_7,BERT_PCA_8,BERT_PCA_9,BERT_PCA_10,BERT_PCA_11,BERT_PCA_12,BERT_PCA_13,BERT_PCA_14,BERT_PCA_15,BERT_PCA_16,BERT_PCA_17,BERT_PCA_18,BERT_PCA_19,BERT_PCA_20,BERT_PCA_21,BERT_PCA_22,BERT_PCA_23,BERT_PCA_24,BERT_PCA_25,BERT_PCA_26,BERT_PCA_27,BERT_PCA_28,BERT_PCA_29,BERT_PCA_30,BERT_PCA_31,BERT_PCA_32,BERT_PCA_33,BERT_PCA_34,BERT_PCA_35,BERT_PCA_36,BERT_PCA_37,BERT_PCA_38,BERT_PCA_39,BERT_PCA_40,BERT_PCA_41,BERT_PCA_42,BERT_PCA_43,BERT_PCA_44,BERT_PCA_45,BERT_PCA_46,BERT_PCA_47,BERT_PCA_48,BERT_PCA_49,BERT_PCA_50,BERT_PCA_51,BERT_PCA_52,BERT_PCA_53,BERT_PCA_54,BERT_PCA_55,BERT_PCA_56,BERT_PCA_57,BERT_PCA_58,BERT_PCA_59,BERT_PCA_60,BERT_PCA_61,BERT_PCA_62,BERT_PCA_63,BERT_PCA_64,BERT_PCA_65,BERT_PCA_66,BERT_PCA_67,BERT_PCA_68
24,Masculino,,3.0,3.0,4.0,3.0,4.0,3.0,4.0,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,3.0,Si,Parcialmente,1.0,0.0,No,No,0.0,0.0,1.0,No,,Si,De $461 a $1000,,,,,"b) Sí, pero no la he utilizado","Sistemas Cad/cam, Procesos Industriales,  Diseño de sistemas de producción, Gestión de procesos y calidad","Análisis de Datos, Sistemas integrados de Gestión",Actividades más prácticas y fortalecer el liderazgo con habilidades blandas,Comunicación y liderazgo,Manejo de personas,(RRA20) INGENIERÍA DE LA PRODUCCIÓN,2025,3.5,1,Julio,,,,6.0,12.0,1.0,FIM (Mecánica),1,(RRA20) INGENIERÍA DE LA PRODUCCIÓN,0.5,3.4166666666666665,3.4166666666666665,INGENIERÍA DE LA PRODUCCIÓN,,"sistemas cadcam, procesos industriales,  diseno de sistemas de produccion, gestion de procesos y calidad",0.09073345,0.26524955,-1.3396327,0.45229623,0.25022018,1.1217526,-0.37044007,-0.8723959,-0.35496223,-0.28253752,-0.089636624,0.3669111,-0.490079,0.62809205,-0.38138908,0.14149733,0.17237267,0.484986,0.037091367,-0.33260006,-0.0019892056,-0.16405542,0.06599193,-0.41467297,-0.29698464,0.1995433,-0.5663877,0.106131025,-0.40044755,0.051936075,0.20726722,-0.3025204,-0.41487074,0.25768092,0.10099457,0.26181802,-0.48246634,-0.4089992,-0.20185597,0.40954232,0.36610752,-0.22130495,0.059491675,0.11920324,0.20059305,0.07789344,-0.06063554,-0.10597964,-0.0428398,0.22152822,0.17273839,-0.012454274,-0.18414986,-0.100499146,-0.27803493,-0.09380155,-0.22432676,-0.217185,-0.13864371,0.13176037,-0.086739086,-0.11411733,-0.14613101,-0.017326301,0.14191492,-0.26162475,0.19634831,0.08734031,0.08775056
23,Masculino,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,2.0,Si,Si,0.0,0.0,Sí,Sí,1.0,0.0,0.0,No,,Si,De $461 a $1000,,,,,c) No la conozco,Dibujo mecánico y CAD,Tics,Cambiar profesores que no aportan conocimiento,Liderazgo,Bien,(RRA20) MECÁNICA,2025,4.0,1,Julio,,,,0.0,6.0,1.0,FIM (Mecánica),1,(RRA20) MECÁNICA,0.3333333333333333,4.0,4.0,MECÁNICA,,dibujo mecanico y cad,-0.6216031,1.7783,0.9095376,0.52203107,-0.23838417,0.16623387,0.029251207,0.08162724,-0.92373425,0.4774841,0.03904237,0.58385026,0.029630123,-0.07935413,-0.46965384,0.21387613,-0.02390481,-0.051774655,0.631563,-0.5077525,-0.52455664,0.34822938,-0.6725723,-0.010220232,0.5863595,-0.097894736,-0.58457017,0.029093077,0.16016749,-0.3649977,-0.23971282,-0.014840872,0.1056229,0.60363626,-0.46278533,0.12794645,-0.3283804,-0.5106022,-0.10763986,0.37816846,0.20618562,-0.27002335,0.104349375,-0.01752007,0.0716217,0.17118281,-0.07288846,0.13525762,-0.22836435,0.17323053,0.1024409,0.23369034,-0.16832171,-0.041693784,-0.07699122,0.10868475,-0.38111538,-0.26136655,0.15385771,0.19404946,-0.189434,-0.21204428,0.03115433,0.24934895,-0.004094167,-0.29942775,0.0077194828,0.3121216,0.04900321
23,Masculino,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,Si,0.0,1.0,No,Sí,0.0,1.0,0.0,No,,No,Hasta $460,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Redes, comunicación inalámbrica",TCP,Preparar temas prácticos,Manejo de personas,Interacción en publico,(RRA20) REDES Y TELECOMUNICACIONES,2025,4.0,1,Julio,,,,0.0,6.0,1.0,FIE (Eléctrica),1,(RRA20) REDES Y TELECOMUNICACIONES,0.5,4.0,4.0,REDES Y TELECOMUNICACIONES,,"redes, comunicacion inalambrica",2.2138934,0.17672855,0.30704936,-0.2770951,0.3098584,-1.076086,0.8280137,-0.45030066,0.9938706,-0.94491833,0.66674775,0.04700569,-0.040672317,0.28580678,0.15262224,0.2624642,-0.565081,-0.19564307,0.45798534,-0.10800465,0.012439842,0.15003808,-0.020298276,0.2622497,0.20125428,0.020044971,-0.16198158,0.07723486,0.1429224,-0.19122839,-0.038907636,-0.15766339,-0.3269707,-0.016851969,0.19045733,-0.04258659,-0.34175387,0.36814696,0.35926354,-0.2138316,-0.012016281,-0.16423735,0.1673031,0.1476862,-0.15320845,-0.053616993,-0.20571142,0.11108401,-0.20975414,-0.13008544,0.074357964,0.12937623,0.1036633,-0.058508366,0.06279632,-0.13220473,0.011113308,-0.02754628,0.04510678,0.055331334,-0.05542097,-0.124419905,0.046878986,0.0022393146,-0.19128622,0.13487557,0.004399672,-0.12938598,0.107186586
24,Masculino,,3.0,3.0,3.0,3.0,1.0,3.0,3.0,,Si,Egipto,Privado,Tiempo completo,Menos de 6 meses,2.0,No,No,0.0,0.0,No,No,0.0,0.0,1.0,No,,No,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder",Gestión de Proyectos,Más asignaturas de comunicación,"Cambiar los profesores,","Comunicación, liderazgo, trabajo en equipo","Comunicación, para poder tener mejores relaciones sociales con profesionales",(RRA20) INGENIERÍA DE LA PRODUCCIÓN,2025,3.0,1,Julio,,,,0.0,6.0,1.0,FIM (Mecánica),1,(RRA20) INGENIERÍA DE LA PRODUCCIÓN,0.3333333333333333,2.6666666666666665,2.6666666666666665,INGENIERÍA DE LA PRODUCCIÓN,,gestion de proyectos,-0.008633364,-0.5117679,0.23179916,2.1775057,0.9523014,1.3171111,0.5196416,-0.33380547,0.5857322,0.88996196,0.021123048,-0.7625156,0.39672953,0.4161071,1.1252422,-0.41204324,-0.67226446,-0.32516408,-0.006895737,-0.22480373,-0.08011263,0.23576088,-0.3907553,0.21251573,-0.71063024,-0.19453046,-0.33514658,-0.03501947,-0.08364221,0.2548652,0.22292694,0.21546489,0.259003,-0.31063518,-0.17901301,-0.23574235,-0.02656215,0.13576683,-0.080121435,-0.1394197,-0.009232463,-0.26461416,0.29003507,-0.3074672,-0.02631203,0.22874618,-0.08893697,0.027504597,0.022388494,0.0028348735,0.011338136,0.01723278,0.1880215,0.04244412,-0.30834928,-0.17021881,0.03785493,-0.07530474,0.12379154,-0.06327298,0.13342454,-0.183838,-0.06357556,0.005056062,0.06727218,0.03656109,0.117275216,-0.007742473,-0.10794545
31,Masculino,,5.0,4.0,4.0,5.0,5.0,5.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,Si,0.0,1.0,No,Sí,1.0,0.0,1.0,No,,Si,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Estadística , econometria, riesgo financiero",SQL,Una materia de liderazgo,Liderazgo,Liderazgo,INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS,2025,4.5,1,Julio,,,,0.0,6.0,1.0,Otras,1,(RRA20) ECONOMÍA,0.6666666666666666,4.75,4.75,ECONOMÍA,,"estadistica , econometria, riesgo financiero",-0.19155534,-2.0987248,0.655876,-1.0741369,-0.6937848,0.27054513,1.0233333,0.35757443,0.15610972,0.4278679,0.35529563,0.14352429,-0.2868788,-0.44298702,-0.592129,-0.8530714,0.47972795,-0.29447868,0.32880557,-0.29713625,0.30795175,0.10589988,0.20406768,-0.33184034,0.120669305,-0.03646995,0.21525253,-0.103587344,-0.16855316,-0.25828218,0.36279565,0.23846093,-0.077932194,-0.028386507,-0.059972245,-0.09455285,-0.38979295,-0.07789084,0.09055715,0.12777916,-0.1557234,0.24589318,-0.1094855,-0.18404384,0.08454367,-0.09262438,0.08918154,0.0995284,-0.25668126,-0.098802276,0.030684689,0.06736371,-0.21416342,0.24290007,0.055367578,-0.08676494,0.07024404,-0.129922,-0.21810481,-0.18402617,-0.07510268,0.09457691,0.0013758674,-0.24814449,-0.06704875,0.024394847,0.09575025,0.020561839,-0.07100672
26,Masculino,,4.0,4.0,3.0,3.0,5.0,3.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,4.0,Si,Parcialmente,1.0,1.0,No,Sí,1.0,0.0,1.0,No,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","Transmisión Digital, Bases de Datos, Aplicaciones Web y Móviles, Almacenamiento y Procesamiento de Datos, Hacking Ético, LAN, WAN, Sistemas Inalámbricos, Administración de Procesos y Servicios de TI","Ciencia de Datos e Inteligencia Artificial, Equipos de Comunicación que no fueran CISCO (Ej: Aruba, Huawei,etc), Redes definidas por Software, SOC  (Securtity Operation System), Palo Alto, Fortinet, Contenedores (Dockers), Servidores VMWare.",Incentivar a las prácticas laborales desde semestres inferiores (ej: 5to - 6to semestre). Buscar tecnologías actuales y de uso laboral moderno para su aplicación.,"El liderazgo, planificiación de metas, ser emprendedor, negociación, saber vender un producto.","El liderazgo, saber ser un buen líder. Con esto, aportaría mucho en la gestión y planificación del equipo de trabajo, cumplimiento de metas, KPIS, servicio al cliente, etc.",(RRA20) TECNOLOGÍAS DE LA INFORMACIÓN,2025,3.0,1,Julio,,,,0.0,6.0,1.0,FIS (Sistemas),1,(RRA20) TECNOLOGÍAS DE LA INFORMACIÓN,0.8333333333333334,4.0,4.0,TECNOLOGÍAS DE LA INFORMACIÓN,,"transmision digital, bases de datos, aplicaciones web y moviles, almacenamiento y procesamiento de datos, hacking etico, lan, wan, sistemas inalambricos, administracion de procesos y servicios de ti",1.611362,-0.666524,-0.8680364,0.08779853,-0.10508121,-0.46935233,-0.5861906,-0.4390489,0.556549,-0.002146076,0.22332084,-0.13003588,0.4702663,-0.3819036,0.03161433,-0.14219825,0.26192102,-0.045836825,-0.35282615,-0.7450876,-0.37661722,0.32610098,-0.021286063,-0.097610526,-0.029901862,0.04103987,-0.20945762,-0.37772062,0.40631652,0.076222874,0.28355852,-0.12241958,-0.28162777,0.066401236,0.3355548,0.3595695,-0.038279086,-0.065523796,-0.17764163,0.07071195,0.18381926,-0.026927395,0.05568711,0.30237392,-0.022117076,0.14368945,0.013163782,-0.17423235,-0.045693252,0.103126466,0.25794184,-0.08166283,0.12630096,0.2192249,0.52323437,-0.24282762,0.016249653,0.041771486,0.2104747,-0.053022638,0.120814726,-0.1587093,-0.23196207,0.059610832,0.056984518,-0.27819985,0.13044985,0.22763057,-0.063981764
24,Femenino,,3.0,2.0,2.0,2.0,4.0,4.0,3.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,1.0,Si,No,0.0,0.0,No,No,1.0,1.0,0.0,No,,Si,Hasta $460,,,,,"a) Sí, la he utilizado para postularme a vacantes","Diseño estructural, diseño hidráulico",Los procesos dentro de una empresa,Contraten mejores profesores,Liderazgo y confianza,"Comunicación, saber manejar grupos de personas con confianza",(RRA20) INGENIERÍA CIVIL,2025,2.0,1,Julio,,,,0.0,6.0,1.0,FIC (Civil),1,(RRA20) INGENIERÍA CIVIL,0.5,3.0,3.0,INGENIERÍA CIVIL,,"diseno estructural, diseno hidraulico",-1.6818733,1.3494797,-0.40092614,1.8351679,0.09897678,-0.77267444,0.8702494,0.9766436,0.15219475,-0.47497627,0.26410598,0.00076096324,0.25824136,0.081076644,-0.3444542,-0.12734757,0.75941086,-0.20353697,0.2958128,0.15522453,-0.22391228,-0.14296614,0.6076395,-0.08055914,0.037588015,0.36642706,-0.20138592,-0.09665962,0.2614426,-0.09389332,-0.19934663,-0.042165544,-0.16818605,-0.24554974,0.19020914,0.60625917,0.059109684,-0.13112913,0.30991873,-0.15974697,-0.16615897,-0.35835496,-0.318939,0.0044047465,-0.0026429277,-0.1136336,0.32937223,0.08673154,-0.1336091,-0.009183105,-0.05469289,0.011615605,0.09519038,0.25517958,-0.089626364,0.061570782,-0.0048023574,0.29902062,-0.05626387,0.16611466,-0.09684251,0.07618883,0.0048740706,-0.0521988,-0.051882077,-0.10370668,-0.19692947,-0.054637954,-0.1985731
24,Masculino,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,4.0,Si,Parcialmente,0.0,0.0,No,Sí,1.0,1.0,1.0,No,,Si,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Sistemas eléctricos de distribución, calidad de energía, SEP","Diseño de subestaciones, coordinación de protecciones en CYME",Enfocarse en el diseño e implementación de energías renovables,Comunicación con compañeros de trabajo,Habilidad comunicativa,(RRA20) ELECTRICIDAD,2025,5.0,1,Julio,,,,6.0,12.0,1.0,FIE (Eléctrica),1,(RRA20) ELECTRICIDAD,0.6666666666666666,5.0,5.0,ELECTRICIDAD,,"sistemas electricos de distribucion, calidad de energia, sep",0.105922446,-0.17466734,-1.0234853,-1.4579083,0.9203119,-0.2372455,0.5121242,0.26780036,0.22502686,0.36031362,-0.21838473,-0.78882176,0.23102726,0.03180616,-0.1690946,0.15141991,-0.21492462,0.62503815,-0.1378869,-0.38206938,0.029756973,-0.24333645,0.31755024,-0.003128711,0.0961402,-0.23490278,-0.13828304,0.2684247,0.18188499,0.07225129,0.14519292,-0.10915174,0.079727516,-0.022835113,-0.00017136148,-0.004911091,0.29587504,-0.15993114,-0.026091553,-0.04454732,0.061076272,-0.37969828,0.028555602,0.114250615,0.060024917,-0.04730393,-0.22913162,-0.019061644,-0.010839648,-0.016997574,0.10109422,-0.21963361,-0.019205341,-0.13098684,-0.0062910197,-0.07194697,-0.013207896,0.04057716,-0.21934362,0.0019968492,-0.12455136,0.02589942,0.12438359,0.05357312,0.1212293,0.063131936,0.017898818,-0.09041756,0.07386739
22,Masculino,,4.0,4.0,4.0,3.0,3.0,3.0,4.0,,No,,,,,,,,,,,,,,,,,,,Si,De 6 meses a 1 año,Sí,Falta de experiencia en manejo de equipos,c) No la conozco,"Transferencia de calor, Mecánica de Materiales","Mecánica de fluidos, Análisis de sistemas mecánicos, Mantenimiento",Que se aumenten las horas de clase de las asignaturas y que regresemos al modelo de un profesor para teoría y otro para realizar ejercicios,"Trabajo en equipo, desarrollo de proyectos, liderazgo",Liderazgo,(RRA20) MECÁNICA,2025,3.5,0,Julio,,,,6.0,inf,0.0,FIM (Mecánica),0,(RRA20) MECÁNICA,0.0,3.583333333333333,3.583333333333333,MECÁNICA,,"transferencia de calor, mecanica de materiales",-1.9889847,1.7345619,0.35478467,-1.172685,-0.5636478,0.23999926,-0.2304001,-0.9198169,1.5466943,0.13135493,-0.45860037,0.43050554,-0.2975452,-0.41961902,-0.07575598,0.1090202,-0.560138,-0.3233442,0.035381965,0.24462403,-0.3387533,0.31020662,-0.031224763,-0.02610862,0.32157412,0.2750146,-0.09074888,-0.0848994,-0.06390813,-0.24025406,0.34016344,0.1414989,0.039795224,-0.15505132,-0.26096645,0.09978999,0.094855696,-0.2062569,-0.2766866,0.29606506,-0.13431047,-0.121365435,0.1822689,0.031461004,0.11576169,0.025234088,-0.037100747,-0.07010754,-0.078326344,0.013206611,0.026450701,-0.15340355,0.12690747,-0.0346962,0.056042563,0.06927272,-0.01256622,-0.10574219,-0.026045207,0.08322452,0.102028884,0.118647866,0.04157306,0.13754457,-0.100819826,0.11207745,-0.056702584,-0.12751746,0.054589987
24,Masculino,,3.0,3.0,4.0,4.0,5.0,3.0,4.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,2.0,Si,No,0.0,1.0,No,Sí,1.0,0.0,1.0,No,Autoconocimiento y Reflexión,Si,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Hacking Etico, Administracion de procesos, Ingenieria Financiera, Redes e Intranets, Aplicaciones Web,  Gestion de procesos y calidad, seguridad en redes, sistemas IoT, enrutamiento, sistemas operativos","Importancia en habilidades blandas, cloud, programación (microservicios), docker",Enfocarse en el trabajo en equipo y en el liderazgo,"trabajo en equipo, inteligencia emocional, hablar en publico, empatia.","Inteligencia Emocional, considero que permitira gestionar el estrés, mantener la calma en situaciones de alta presión y comunicarse de forma asertiva. La aplicaría en mi carrera profesional para mejorar mi toma de decisiones, fortalecer el trabajo en equipo y adaptarme mejor a los desafíos técnicos y humanos del entorno laboral.",(RRA20) TECNOLOGÍAS DE LA INFORMACIÓN,2025,4.0,1,Julio,,,,0.0,6.0,1.0,FIS (Sistemas),1,(RRA20) TECNOLOGÍAS DE LA INFORMACIÓN,0.6666666666666666,3.6666666666666665,3.6666666666666665,TECNOLOGÍAS DE LA INFORMACIÓN,,"hacking etico, administracion de procesos, ingenieria financiera, redes e intranets, aplicaciones web,  gestion de procesos y calidad, seguridad en redes, sistemas iot, enrutamiento, sistemas operativos",1.3724682,-0.7613062,-0.96008766,0.075736426,-0.43708688,-0.3553083,-0.42801124,0.01269871,0.298639,0.12605363,0.20790742,0.03540748,-0.054377694,-0.6146961,0.5983258,-0.71880674,0.34871423,0.12242881,0.088434614,-0.1417216,0.24050128,0.7926747,0.07281157,-0.7341824,0.37631205,0.22506773,-0.4122323,-0.4204145,0.15972799,-0.13060574,0.25263917,0.14019196,-0.30053672,0.37064278,0.45309368,0.43186042,0.037842944,-0.05310479,-0.18579641,0.09258792,0.17941786,-0.1161037,-0.10278909,-0.06949601,0.21917076,0.09160778,0.024642926,-0.107886836,-0.060924247,0.10893482,0.39251763,-0.1707513,0.20230788,-0.06480964,-0.020848932,-0.3328194,-0.22266866,0.13279922,0.20355816,-0.06364387,0.21436879,-0.2784243,0.13489765,-0.07534065,-0.067789026,-0.028140228,0.22406854,0.15520115,0.22123183
26,Masculino,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Entre 1 y 2 años,4.0,Si,Si,0.0,0.0,No,No,0.0,0.0,0.0,Sí,,Si,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Aplicaciones Distrubuidas, Redes e Intranets, WLAN",TICS,Un mayor enfoque a aplicaciones en el ámbito laboral de las materias revisadas,Trabajo en Equipo,Publicación de puertos en la red,(RRA20) TECNOLOGÍAS DE LA INFORMACIÓN,2025,5.0,1,Julio,,,,0.0,0.1,1.0,FIS (Sistemas),1,(RRA20) TECNOLOGÍAS DE LA INFORMACIÓN,0.1666666666666666,5.0,5.0,TECNOLOGÍAS DE LA INFORMACIÓN,,"aplicaciones distrubuidas, redes e intranets, wlan",1.7412041,-0.15974602,-0.016901506,0.50201815,-0.03527586,-1.0528675,0.024489637,-0.27710673,0.9703076,-0.7096634,0.67597395,0.17918907,-0.48660064,-0.14152534,0.30684143,-0.058585495,0.032928985,0.04957057,-0.25774196,0.4965754,0.6538477,0.5732309,-0.27699733,-0.09991428,0.30264452,-0.17833248,-0.315314,0.20988981,0.09780702,-0.064213835,0.09969814,-0.28473362,0.56922084,-0.03233878,-0.12105632,-0.035998233,-0.26559892,0.4290769,0.32491255,-0.15831599,-0.22887321,0.1414722,-0.2143715,-0.36060962,0.62075144,0.13219021,-0.13357213,-0.03740154,-0.043109562,0.098506495,-0.06002282,-0.081395686,-0.19479534,0.08580112,-0.097632505,0.26212254,0.21966486,0.1978755,-0.33288947,0.21022339,0.40842357,0.06401925,0.144354,-0.16492277,-0.14473471,0.18508716,-0.28722525,-0.056139596,-0.08995411
24,Masculino,,4.0,4.0,4.0,4.0,5.0,5.0,4.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,Parcialmente,0.0,0.0,No,No,0.0,0.0,0.0,Sí,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","Estadística aplicada , Gestión de proceso y Calidad, Administración de Operaciones, Gestión de Proyectos, Control estadístico de la Calidad, Logistica, Cadena de Suminstro","TICS, Cobit, ITIL, IOT",Aplicar las nuevas tecnologías en los métodos de enseñanza,"Trabajo en equipo, comunicación efectiva, liderazgo","Comunicación efectiva, la aplicaría para tener una mejor comunicación con clientes internos y externos",(RRA20) INGENIERÍA DE LA PRODUCCIÓN,2025,4.0,1,Julio,,,,0.0,6.0,1.0,FIM (Mecánica),1,(RRA20) INGENIERÍA DE LA PRODUCCIÓN,0.1666666666666666,4.333333333333333,4.333333333333333,INGENIERÍA DE LA PRODUCCIÓN,,"estadistica aplicada , gestion de proceso y calidad, administracion de operaciones, gestion de proyectos, control estadistico de la calidad, logistica, cadena de suminstro",0.13203248,-0.5878732,-1.0191978,0.746631,0.1665104,0.8141078,-0.394371,-0.80681187,-0.10259502,-0.12415355,0.19476354,-0.38327795,-0.24544089,0.0652169,0.47605866,0.04537017,0.08668775,-0.1618041,-0.05138318,0.07303342,-0.18009917,-0.16906057,0.13895991,-0.46479544,0.15605856,-0.1321782,-0.123689435,0.44992638,-0.11304638,0.2821284,-0.008069688,0.4348697,0.19006506,-0.3201557,0.23508663,-0.11795052,-0.06307942,-0.026085615,-0.025950985,-0.05405635,0.14495483,-0.01942417,0.11445088,-0.120585866,0.13587688,-0.06865408,0.037619364,0.015199259,0.0040435237,-0.00588739,-0.00803468,-0.17053992,-0.091536924,0.039387807,0.018003538,0.07071368,-0.08951331,-0.06034581,0.03439974,0.2552909,-0.17325146,-0.04413892,0.048169974,0.052928273,0.15315822,0.26573205,-0.120489635,-0.05214966,0.10980208
24,Femenino,,4.0,4.0,4.0,4.0,5.0,5.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,4.0,Si,Parcialmente,1.0,1.0,Sí,Sí,1.0,1.0,1.0,Sí,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes",Todas,Si,Ninguna.,Todas.,Si.,(RRA20) INGENIERÍA DE LA PRODUCCIÓN,2025,4.0,1,Julio,,,,0.0,6.0,1.0,FIM (Mecánica),1,(RRA20) INGENIERÍA DE LA PRODUCCIÓN,1.0,4.5,4.5,INGENIERÍA DE LA PRODUCCIÓN,,todas,0.41257706,0.1481431,2.1183085,-0.11846146,0.7603568,0.15260284,-0.256651,-0.38562456,-0.39772525,-0.067346595,-0.11663019,-0.34135678,0.20909739,-0.6806147,-0.030890338,0.60831726,0.53093916,0.3132405,0.53772765,0.122002505,-0.13618103,-0.010037678,-0.15018941,-0.08709223,-0.156826,-0.10429239,0.06586589,-0.122399375,0.14974739,0.19013773,0.1476094,-0.36020476,0.088529214,-0.34032294,0.3243656,-0.025667042,0.22488838,0.17348678,-0.45597348,0.39642665,-0.19711971,0.3161192,0.0650257,-0.10957664,-0.40285963,0.05601501,0.02075653,0.30322197,-0.0496216,0.010196288,-0.04490312,-0.31656626,0.31433147,0.3293382,-0.08160994,-0.23314846,-0.1840102,0.13832621,0.22639072,0.17517495,-0.0036093593,0.19197524,0.11298696,0.037571155,-0.0380992,0.033254325,-0.07412679,0.011167637,0.28425258
